,Description,Fixing_time,Severity,Priority
6404,"RE: Linux, mac and win32 (1999-06-08-08 m7)
1. Select a mail message from the Inbox folder
2. Click on the Reply button or from Message|Reply
3. Compose window comes up. Type some text in the compose body before or after
the original text.
4. Send the message to yourself
5. Display the reply mail, I cannot tell which text came from the original mail.
Actual result: No quote to identify the original text
Expect result: Like Nova, a blue vertical bar is displayed in the first column
of each line of the original text.
This occurs on all platforms.",8,normal,P3
6405,"My configuration is Red Hat 6.0 (still running default Enlightenment window manager).
I downloaded the ""latest release"" version of Mozilla 1999 Jun 4.

The ""Edit | Find in page"" dialog box doesn't seem to work.
I get the little window that says
""Find what: ___"",
but when I type something in and hit
""Find Next"", nothing seems to happen,
even when I type in a word
that is visible (rather than one
that is technically in the document,
but one needs to scroll down to make it visible).

I expected it to highlight the (next) occurrence of the text I'm searching for, scrolling the window if necessary.

Also, when I click the ""cancel"" button, the dialog box doesn't go away (I have to click the go-away box).",0,major,P3
6406,"This is a bunch of old pre-5.0 stuff that is duplicated elsewhere in the
product.",105,normal,P3
6407,"Tested 6-07-08-M7 Win32, Mac, and Linux build.

The menu View | Default Character set contains 2 ""Macintosh Roman"" entries.",0,major,P3
6408,"For three test directories and probably several more the order of the libraries
is important for the Neutrino platform. The $(TK_LIBS) must occur after
-lgfx$(MOZ_TOOLKIT) and the -lwidget$(MOZ_TOOLKIT) for dependency reasons. The
directories I am having problems with currently are:
 widget/tests/widget
 layout/html/tests
 mailnews/local/tests

I will be happy to ""fix"" this bug if you want to assign it to me.",36,normal,P3
6409,"...or some other more scripable interface.

I've started on this crusade several times only to be chopped at the knees by
lethargy or some other overwhelming circumstance.",6483,normal,P3
6410,"The following diff makes the mac work in a limited fashion
	Index: nsDeviceContextMac.cpp
===================================================================
RCS file: /cvsroot/mozilla/gfx/src/mac/nsDeviceContextMac.cpp,v
retrieving revision 1.51
diff -r1.51 nsDeviceContextMac.cpp
324,325c324
<   aWidth = 1;
<   aHeight = 1;
---
> 	GDHandle device = ::GetMainDevice();;
326a326,327
> 	aWidth = (**device).gdRect.right;
> 	aHeight = (**device).gdRect.bottom;

but someone really should do the work to be multimonitor friendly. As there is no
gfx component I am assiging to layout",44,normal,P3
6411,Assiging to layout This is needed to allow the screen object to function.,28,normal,P3
6412,"using 1999060808 builds on Win32,linux & Mac multiple spaces are reduced to 1
space after saving an Editor document or sending an HTML message.

1. Launch Editor
2. Edit the heading for the Ender Test page (or create a new page) and put 5
spaces between the words.  Notice the spaces are visible during editing.
3. Save the page
4. Open the page you just saved, notice the spaces are gone except for 1.",14,major,P3
6413,"Paul Hangas told me there was already a bug on this, but I can't find it in
order to be CCed on it...feel free to mark as dupe..

When a tree is rerooted, selection is lost. At this point we need the onchange
(or is it ""onselchanged"" or something?) handler to go off...in messenger we need
this to clear the message pane when someone clicks on a new folder in the folder
pane, and in the address book we need this to clear the card pane when someone
clicks on a new address book.

There may be other times when selection gets lost (for instance if someone
Ctrl-selects an already-selected item?) and we need to be notified about that as
well.",0,normal,P3
6414,"Input text fields shoot outside boxes in terms of width. Also when width/flex of
a field is set to 100%, it uses the full horizontal box width to compute its
own, ignoring the fact that there might be other elements inside the box to the
left or the right of the field.
I'll add an image now to show what I mean.",238,normal,P3
6415,"I'll attach my patches to here when my build completes and I know they work
properly.  If scc and tague could help with the Mac and Windows side of this to
make sure they at least still compile, I'd really appreciate it.  When's a
reasonable time to look at landing this?",338,normal,P3
6416,"These are the current IMAP interfaces. They need to be expressed in XPIDL so
that QA can test them.

nsIIMAPHostSessionList.h
nsIImapExtensionSink.h
nsIImapFlagAndUidState.h
nsIImapIncomingServer.h
nsIImapLog.h
nsIImapMailFolderSink.h
nsIImapMessageSink.h
nsIImapMiscellaneousSink.h
nsIImapProtocol.h
nsIImapService.h
nsIImapUrl.h

Let me know if you need help (either in the form of IDL education or in simple
manpower)",4461,normal,P3
6417,"The Database interfaces should be XPIDLized so that QA can start writing
component-level tests in JavaScript.
Here are the database interfaces:

nsIDBChangeListener.h
nsIDBFolderInfo.h
nsIMessage.h
nsIMsgDatabase.h
nsIMsgHdr.h
nsImapMailDatabase.h

Let me know if you need help (either in the form of IDL education or in simple
manpower)",213,normal,P1
6418,"News needs to XPIDLize these interfaces so that QA can do component level
testing:
nsINNTPNewsgroupPost.h
nsINNTPProtocol.h
nsINntpUrl.h

let me know if you need any help.",44,normal,P3
6419,"Mail Compose needs to XPIDLize it's interfaces so that QA can do component-level
testing.

nsIComposer.h
nsIDOMComposeAppCore.h
nsIMsgCompFields.h
nsIMsgCompose.h
nsIMsgSend.h
nsIMsgSendLater.h
nsISmtpService.h
nsISmtpUrl.h

(Let me know if you need any help)",78,normal,P3
6420,"MIME needs to be XPIDLized so that QA can do component-level testing.

The following needs to be XPIDLized:
nsIMimeContentTypeHandler.h
nsIMimeConverter.h
nsIMimeEmitter.h
nsIMimeObjectClassAccess.h
nsIMimeURLUtils.h
nsIMsgHeaderParser.h
nsIStreamConverter.h

(Let me know if you need any help, either in XPIDL education or in manpower)",47,normal,P3
6421,"These interfaces need to be XPIDLized so that QA can do automated testing.

nsIMailboxUrl.h
nsIMsgParseMailMsgState.h
nsIPop3URL.h",91,normal,P2
6422,"base needs to be XPIDLized so that QA can do automated testing

nsIMsgMailNewsUrl.h
nsIUrlListenerManager.h",217,major,P1
6423,"base/search needs to be XPIDLized so that QA can do automated testing, and so
that I can hook up the search dialog.

nsIMsgFilter.h
nsIMsgFilterList.h
nsIMsgFilterService.h
nsIMsgSearchAdapter.h
nsIMsgSearchSession.h

(let me know if you need any help in XPIDL education or manpower)",27,normal,P3
6424,"Using 6/8 Apprunner on Win 95, Win 98, Win NT, Mac8.5 and Linux. Bug is cross
platform.

Open attached file (you may have to substitute an image if it did not get
attached). Background image is centered in the BODY element.
Expected result: image should be centered (50% horizontal, 50% vertical) in the
BODY box.
Actual result: image is centered on the page, not in the BODY box. Resize to
view problem.",0,normal,P3
6425,"window.focus() doesn't actually work.  It calls mWebShell->SetFocus(), and this
doesn't work either.  All this method does is set the focus to the mWindow
variable of the webshell.  However, this isn't really giving focus to the
document inside the webshell (which is what you would expect).  This is
presumably because of the extra windows that are being inserted by the
view system.

On Windows, the window hierarchy looks like this:

WebShell's mWindow
  |____ Some other window
          |______ scrollbar windows
          |
          |______ the actual window that SHOULD get the focus
          |
          |______ some mysterious 16x16 window whose origin is a mystery to me

When you set the focus only to the mWindow variable, the real window that should
get focused isn't getting it.  Hence window.focus() isn't really working.",23,critical,P3
6426,"The CSS background-color, width, and cursor properties are not being rendered
on the BUTTON tag. The URL above shows a screenshot of the IE5 rendering, with
a code example below.

Using Milestone 6, May 29 release.",8,normal,P3
6427,We need to add XPIDL interface(s) to strres so that it becomes scriptable.,54,normal,P3
6428,"We need to make strres listen to the locale argument that is passed in. I.e. we
need to insert the locale into the file name as follows:

  foo_zh_TW.properties",3,normal,P3
6429,"As a first step towards fully multilingual menus on Linux, we need to support
the current locale by converting Unicode to the locale encoding before passing
the strings to the menu items.",7,normal,P3
6430,"Apprunner Build ID: 1999060708

The first news items on the page are parsed to normal result (to say, as the
author intended), but the remainder appear entirely in bold, as if in
illustration of a novice scripter's failure to close the <B> tag. However, the
text is not emboldened when presented by Ancestor 4.6 or Enforcer 5.0.",190,normal,P3
6431,"** Observed with 6/8/99 Win32 build **
** Hopefully this is a duplicate. **

This problem is observed in both Editor and Mail Composer.
Here are the steps to rerproduce the problem.

1. Open an Editor window.
2. Turn on the JPN IME and input a few JPN characters.
3. Turn off the IME (ALT + `) and input some ASCII characters.
4. Now turn on the IME and attempt to input JPN characters.

This is when you notice that the previous input in steps 2 and 3 have
been erased. (You can avoid this if you input a JPN space character
first in Step 4 above.)",20,major,P3
6432,"Bulk add of ""perf"" to new keyword field.  This will replace the [PERF] we were
using in the Status Summary field.",371,normal,P3
6433,"mozilla/gfx/src/nsImageURL.cpp calls a netlib functions directly. (NS_NewURL())
and mozilla/gfx/src/nsImageNetContextAsync.cpp calls NS_OpenURL().  This link
type dependency isn't so great.  Means that test apps like scribble and widget
which only need GFX and Widget need to drag in a lot of extra stuff.",4367,normal,P3
6434,Back button crashes apprunner on m6 build if you hit it before you have gone to more than one page.  To reproduce: Start apprunner.  Wait for the initial page to load.  Click the back button.  You'll get a NULL reference under Windows NT 4.0,0,normal,P3
6435,Noncritical. Moving to M9.,97,normal,P3
6436,"They should slide... not balloon... click on the translate button in AppRunner
on Windows 98 to see what I mean... it should drop straight down, but instead it
balloons like a context menu from top left to bottom right...",4,normal,P3
6437,The destroy event isn't firing for arbitrary XUL popups.,108,normal,P3
6438,"In FreeBSD, JPEG has just plain not worked for a long time. I've tried both using my libjpeg and the one that comes with mozilla. I've also tried using the code from the M6, M7, and current branches. I have yet to see any JPEG images in Mozilla since around the beginning of this year. I'd like to try to be able to get JPEG support working finally, but I don't have any idea why they don't display.",0,blocker,P3
6439,"Mozilla (Milestone 6 & 7) does not run at all on my Mac OS 8.6 beige G3 (300mhz).
When I ran 8.5 I believe I got (M3, M4, M5 maybe) it to run. Now it justs appears
to be starting, but goes back to Finder after maybe two seconds or so.",0,major,P3
